Tweet,Target,Stance
"Joe Rogan is amazing at treating his guests fairly and respectfully, regardless of party affiliation. This would be amazing! #Election2020 #Yang2020",Joe Biden,NONE
"Their strategic votes for Walter Mondale worked out so well in 1984, it only made sense to deliver for Joe Biden, on #SuperTuesday",Joe Biden,FAVOR
these animals are cringeworthy as hell. the left truly can't meme. you fools have to support Joe Biden and he doesn't even know where he is. #hairsniffingiscooltrustus #DNC,Joe Biden,AGAINST
If #Biden did get elected #Obama's off mic comments to #Putin will go into effect. Probably sell him the test of our #uranium. This way anyone with #breastcancer will pay dearly to get that uranium to help cure the breast cancer Can anyone attach that video to this tweet?,Joe Biden,FAVOR
"@JoeBiden KNOWS that @RudyGiuliani possesses solid proof and he doesn't want it to be released to the MSM. Oh, such joy is always felt when the TRUTH comes out. Let it be!",Joe Biden,AGAINST
"Shutup Joe Biden, I hope your entire weiner falls off and gets abducted by aliens #JoeBiden",Joe Biden,AGAINST
Biden: 'White folks are the reason we have institutional racism' #News #2020Elections via @dcexaminer,Joe Biden,NONE
Who would you rather have run for President Eric Holder or Joe Biden?,Joe Biden,NONE
".@JoeBiden at #NYSDems2018: This is not yr father's #RepublicanParty. They are not who we are...who America is...they're sending a vision of America arnd world that is distorted, damaging...this phony populism, this fake nationalism...It's time to say no more. .@msnbc .@nytimes",Joe Biden,FAVOR
#JoeBiden should be walking around with a tag that says Expired in 2006.,Joe Biden,AGAINST
Even our moderate friend #JoeBiden now feels the need to go #radical in order to compete with the massive #Democratic nominees. It is so sad to see him start his slide down hill.,Joe Biden,AGAINST
If Mr Biden doesn't know now if he'll run or not he never will. Get with the program.,Joe Biden,NONE
@JoeBiden I was sick and tired of your and Obama administration after the first year so what is your point. Deal with it we did for 8 years so now you have another 6 to go,Joe Biden,FAVOR
@JoeBiden I am having a house warming party if you would like to come.,Joe Biden,FAVOR
Idiot Bidens Binder of Potential Women for VP Includes NH US Senators Jeanne Shaheen and Maggie Hassan. #JoeBiden #VP #nhpolitics,Joe Biden,AGAINST
"From a long way out, I think the five strongest candidates @TheDemocrats have for 2020 are: @DevalPatrick @MichaelAvenatti @KamalaHarris @JoeBiden @HillaryClinton #2020Election",Joe Biden,FAVOR
@JoeBiden in RI talks about serving with RI Senators Pastore and Pell and loss of his wife and 2 sons years ago,Joe Biden,NONE
"First commercial break! The first third of the #CNNTownHall saw questions about veterans, foreign policy and impeachment. Shoutout to the S&amp;Bs photo editor Andrew Tucker for asking VP @JoeBiden a question! #Election2020",Joe Biden,NONE
"White House is big mess now , mr @JoeBiden for president!!! God bless America!!",Joe Biden,FAVOR
@JoeBiden How has the Biden family and the money trail continue to go unscathed. At one point is this not looked into and correct a go forward. Mind boggling. #Election2020,Joe Biden,AGAINST
Biden rambled more of himself then John. Well McCain made his last mistake by picking Biden to speak...oh vey,Joe Biden,AGAINST
He has to be in the limelight everyday for his rallies give @Joebiden equal time,Joe Biden,NONE
"Here we go. First polls close, and @AP almost immediately projects Biden will win Virginia. #SuperTuesday #2020Elections",Joe Biden,FAVOR
"Football: Biden is the established Big Conference team: SEC-like team who has the money, prestige and national recognition. Georgia Warren in like the Mid-Major conference team: Mountain West-like that is trying to break into the bigtime with quality wins. Boise State",Joe Biden,NONE
You and your party had a FULL 2 years to investigate #Biden. You only care now because he is doing well in the polls against your bou.,Joe Biden,AGAINST
"Already - attacking @JoeBiden Come on... lets not do this again! Let everyone on our side speak, and the best candidate will rise.",Joe Biden,NONE
"Jan. 25, 2018 #Biden boasts at #CFR events in Washington that he strong-armed Ukrainian president #PetroPoroshenko into firing Prosecutor General #Shokin, using loan guarantees as leverage. He also calls #Shokins replacement, #YuriyLutsenko, solid.",Joe Biden,FAVOR
@JoeBiden will lose because he can't inspire the Left and he doesn't appeal to unlikely voting Democrats. Hillary lost because she wasn't a true progressive.,Joe Biden,AGAINST
"The @TheDemocrats only chance is to put up someone who is not afraid to call a duck a duck. Someone like @JoeBiden, @RepJoeKennedy, or @RepMaxineWaters. Fight fire with fire.",Joe Biden,FAVOR
Check out this compilation. @JoeBiden behavior is NOT benign Is Joe Biden a sexual predator? by @RAMRANTS,Joe Biden,AGAINST
People mad that Biden will be the final option?! Shouldnt have let freaking Iowa and NH go first!#DemocraticPrimary #VoteLikeBlackWomen,Joe Biden,AGAINST
I got to meet Congressman Joe Kennedy III today and confirm his support for union rights of ALL workers!!! #joekennedy #kennedy #democrat #midterms #election #election2018 #bluewave,Joe Biden,NONE
A quick take on the ripple effect of the result in #NY14 tonight...the changing face of the #DemocraticParty &amp; the need for new voices &amp; energy in our elected offices #NY14 #Ocasio4Congress #JoeCrowley @Ocasio2018 #BlueWave2018 #BlueWave,Joe Biden,NONE
"@JoeBiden regardless of background, or socioeconomic position this book is a must for any present, or future wanna be Dad. Joe this Proud Canadian thanks you for the great read.",Joe Biden,FAVOR
It must suck and make snowflakes like you cry when Democratic tactics are used against democrats. @JoeBiden in the senate declared if a Supreme Court opening occurs during the last year in office we wont vote,Joe Biden,AGAINST
".@JoeBiden Thank you for the sentiments .@SenJohnMcCains service! I am a Democrat. I am a Liberal, but with such respect for his leadership in the Republican party! It was moving &amp; poignant &amp; everything that the senator wouldve wanted! Thank you!",Joe Biden,FAVOR
"CYAing for #BARIBIDEN816 becoming more difficult for #DEMS #MSM Hollywood JESTERS ""Six Ways From Sunday Gang"" Globalists &amp; NWO ilk heading into #Election2020 as the MOCKING UNMASKING &amp; EXPOSURE of every Unholy Alliance Cabal continues full throttle up for such a time as this.",Joe Biden,AGAINST
"biden did nothing but alienate latino voters last night. good luck if you nominate him, democrats. #DemDebate",Joe Biden,AGAINST
"But at this point in time, I believe @JoeBiden can win back WI MI and PA and @KamalaHarris will help in Fl AZ NC and GA",Joe Biden,FAVOR
"Our next president has a colossal mess to clean up, and #JoeBiden is that person.",Joe Biden,FAVOR
Speculation is #Obama didnt endorse #Biden because he is saving his endorsement for #Manchelle who will jump into the race to bleed even more fools out of their money. The last hurrah. Sounds plausible to me.,Joe Biden,NONE
Always listening to your words. Always have supported The Biden's. Any chance for 2020 sir?,Joe Biden,FAVOR
"@Premier_Strat Join a great group of young political leaders as they discuss the future! #NextGenGOP Great to see our #BrooklynYR President @JoelMAcevedo representing #Brooklyn! ""Politics as Usual"" -@RocNation Remember the ""R"" in #Republican means Reform #PrinciplesFirst",Joe Biden,NONE
@JoeBiden is it a version of the Republican Party you referred to in 2012 when you said the Republicans were going to put African-Americans back in chains and return to slavery?,Joe Biden,FAVOR
I thought Obama mocked Romney about Russia not being a threat. Anyway Biden it is sad Hillary started the birther thing.,Joe Biden,AGAINST
@JoeBiden hi Joe! I was wondering if you wanted to marry me for fun. It's not romantic I just think you're cool.,Joe Biden,FAVOR
"Biden would be TERRIBLE. He gave away the farm during the debt ceiling negotiations, completely screwed up the anita hill hearings, and has the nickname Creepy Uncle Joe.",Joe Biden,AGAINST
Total presidential political speech by Biden. Why did he wipe away tears as he began his speech but had none during his long speech. A total act,Joe Biden,AGAINST
"Joe Rogan needs to be the moderator for a debate. Point, blank and the period! Sign people #presidential #debate #2020Election #Election2020 #Vote",Joe Biden,NONE
Its not a joke! Im looking for men and women who are using @JoeBiden in their dating app profile and will talk to me for a @washingtonpost Soloish story,Joe Biden,NONE
Of course we need to increase public funding to all our colleges and universities. Wouldn't that be great and tuition would be lower for everyone and they would be more independent Koch Endowed Chairs. #Biden,Joe Biden,FAVOR
Big shoutout to the Cory 2020 team on fighting the good fight & bringing a message of love & respect for all people to the Presidential race. We invite you to continue that fight by joining the most diverse coalition in this race - #JoeBiden,Joe Biden,FAVOR
This pretty much confirms that Biden's health is so poor he cannot even debate anymore. #DemDebate,Joe Biden,AGAINST
"So he simply wants to be a ""place-holder?"" For who? I used to think @HillaryClinton was the worst candidate in history, but #Biden may give her a run for her money. Biden signals to aides that he would serve only a single term",Joe Biden,AGAINST
"Joe Said, but did nothing and has no clue what to do.",Joe Biden,AGAINST
"Thank you for much-needed message to @JoeBiden and other #Dems to PRIME TIME the nation NOW and fill the leadership vacuum as both warrior and comforter-in-chief against the dark forces. Geez, it's liberals know mass media and the arts best, so get it together, people.",Joe Biden,FAVOR
Joe Bidens PR team has been doing a magnificent job! you can hardly tell hes been dead for three weeks. #DemDebate,Joe Biden,AGAINST
"#JoeBiden arrived in Beijing Dec. 2013 with #HunterBiden. Less than two weeks later Hunters firm had new business creating an investment fund in China involving the government controlled Bank of China, hoping to raise 1.5 billion dollars. #TomLlamas #DNC",Joe Biden,AGAINST
.@JoeBiden has been wrong on China his entire career let's look at the record. #Election2020,Joe Biden,AGAINST
#JOEJOE2020 #Midterms2018 How does this seem...any chance...? Best of Luck #JoeKennedy We are cheering from our homes all across this country. #gohigh you are our future...both of you. I mean it #joebiden,Joe Biden,FAVOR
@JoeBiden is from Delaware? @mayorpete_2020 is 37? What else do you want to know about the #2020 candidates? Get info on #civicspace #elections #knowledgeispower #POTUS @POTUS #vote #gotv #politics,Joe Biden,NONE
Biden wants to become carbon neutral by 2050. The problem with that being that many peoples homes will be underwater and climate change will become irreversible by then. We need the Green New Deal now! #demdebate #democraticdebate,Joe Biden,AGAINST
"That's ok Jacob. I probably would have cried & blubbered ""save us Uncle Joe! Save us!"" @VP44 @JoeBiden We miss u &amp; Barrack so much",Joe Biden,FAVOR
"I'm a long-time registered Green Party member (left the Democratic Party after Bill Clinton's nativist Operation Gatekeeper). I'll be voting for a long-time Latinx activist in Gloria La Riva this fall, instead of the lying, sundowning, wealthy white ra[ ]ist in #JoeBiden.",Joe Biden,AGAINST
#WhereIsBarackObama His VP needs his #Magic ? Or will he defend #TeamLightSkinned2020 #KamalaHarris ? He's the one they've been waiting for? #BlackVotesMatter 5-8% is all it takes to #KAG Run Joe Run !,Joe Biden,FAVOR
