Tweet,Target,Stance
"The vast majority of Bernie voters in 2016 ended up voting for Hillary in the general election. That will happen again in 2020 if Bernie somehow loses, but we won't have to worry about that because #BernieWillWin. If voters don't like the Dem nominee, it's the party's fault.",Bernie Sanders,FAVOR
"Dear liberals: literally everything & anything you propose will be called Marxist/Communist/Socialist. Ignore it, don't give an inch. Capitulating to bad faith Right Wing smears is how we got to this awful political situation in the first place. #BernieSanders",Bernie Sanders,FAVOR
if #BernieSanders is the nominee the 2020 election will basically be FDR vs Mussolini. I know who i would choose #VoteBlueNoMatterWho #2020Elections,Bernie Sanders,FAVOR
"James Zogby: ""IMPORTANT poll for #Democrats to note: If primary were held today - #Bernie beats everyone in the field. Bernie-haters need to stop their attacks against him &amp; the #progressive movt. Dems will need everyone to win in 18 &amp; 20. Those who s",Bernie Sanders,FAVOR
"I don't think you understand how WINNING works. #BernieSanders has gotten the most votes in every state. In democracy, that's how WINNING works. He's also leading in most #SuperTuesday states. That's the day he will be, for all intents &amp; purposes, WINNING the nomination.",Bernie Sanders,FAVOR
"Once @BernieSanders or any other man can become pregnant (let alone against his/their will), it will become everyones issue. Until then, yea, it still is exclusively a womens issue.",Bernie Sanders,FAVOR
"#Tulsi2020, #Yang2020, #Bernie2020: The @DNC, @MSNBC, @nytimes and its supporters have made it clear they don't want to hold fair primaries. They don't care about you. The answer is simple: Don't vote for them! #WalkAway #TulsiMediaBlackout #YangMediaBlackout #VoteThirdParty",Bernie Sanders,NONE
.@BernieSanders has overstayed his welcome and has now become the Blue Menace.,Bernie Sanders,AGAINST
"@BernieSanders Don't run in 2020. You did not run a good campaign in 2016; you did a horrible job of explaining ""Democratic Socialism""; and you failed to make a case for your policies to the American people. It's impossible to believe you'll be a better candidate next time.",Bernie Sanders,FAVOR
This Venezuela argument is so belabored. Thats not what Bernie or his supporters want. We want to help people that are suffering. We dont want people to be deadbeats we want to help others so they CAN contribute to society.,Bernie Sanders,FAVOR
"#HillaryClinton only left the #Republican party because she was told her gender would keep her from advancing in the party. If it wasn't for that, her last name would have been Bush and she would have lost to #BernieSanders in the 2016 general",Bernie Sanders,FAVOR
So Bernie made and Destroyed your campaign in one day? #dems #clown,Bernie Sanders,AGAINST
Just got a text from a #Berner calling our complete political system corrupt. That means they thinks #Democrats are also corrupt. He's no Democrat ! Dump the #PutinTroll #Bernie #BernieSanders,Bernie Sanders,AGAINST
"inclusion of a fiscal measure known as pay as you go, or paygo. That rule, echoing a provision in federal law and in the Senates rules, would require the House to offset any spending so as not to increase the budget deficit. Isnt that the #bernie tots progressive agenda?",Bernie Sanders,AGAINST
#Bernie defends #medicare saying it is popular and says you can go to any doctor in a single payer system #DNCDebates #DNCDebate #dnc #DemocraticDebates #democrats #DemocraticDebate #msnbc #nbc #2020Election #2020Elections #Election2020 #night2 #nighttwo,Bernie Sanders,NONE
"Always......and this was last year. He always gets it wrong and never has a comprehensive answer. #berniesanders #racerelations #democraticprimary #supertuesday @New York, New York",Bernie Sanders,AGAINST
There will have to be absolutely NO OTHER DEMS and NO Moderate Repugs running for #Bernie to get my vote. Sorry. Does anyone else feel this way?,Bernie Sanders,AGAINST
#Bernie was going to be pushed aside again anyway. The Democrats already picked their 2020 candidate.,Bernie Sanders,AGAINST
NOW she says shed support #BernieSanders after she KNOWS he wont be the nominee. She is so FAKE. Clinton signals shed support former rival Sanders if hes nominated,Bernie Sanders,FAVOR
"ok...so, I like #Bernie...but he ain't up on reparations: somebody needs to get him fresh on what wealth desparity means.... i.e. monetary compensation... .. stop playing Bernie... you sure you woke? .. we...",Bernie Sanders,FAVOR
So happy to be proud of the winning Nevada Bernie Sanders campaign!!! #NevadaCaucus #BernieSanders #NevadaForBernie,Bernie Sanders,FAVOR
#BernieSanders is an angry old man who feels he's entitled to be the #Democratic nominee bc he was 2nd to #HillaryClinton in 2016 There's no automatic default to obtaining that position Wake up people If you want progress vote for the women that can bring it #ElizabethWarren,Bernie Sanders,AGAINST
"Dear #DemDebate: To #BernieSanders: Some of your supporters recently threatened #avaduvernays life. Will your campaign do a gut-check and ask: What in our tactics, strategy, or ethos is consistently offering safe harbor for bullies?",Bernie Sanders,AGAINST
"Bernie, you ignoranus, before your hero Fidel taught people to read, he murdered the thousands who opposed him. We are so comforted by your admiration of this despot. #BernieSanders",Bernie Sanders,AGAINST
And it looks like @BernieSanders is wearing brown- did he not get the memo?,Bernie Sanders,AGAINST
Was this picture like taken 10 years ago? Working so hard to steal everything people have worked for is hard on you #bernie,Bernie Sanders,FAVOR
Do you care about old people with compromised immune systems? #BernieSanders was struggling to catch his breath. He was in pain and looked like he was confused. #NeverBernie.,Bernie Sanders,AGAINST
Early entrance polls point to Sanders strength as Nevada caucuses kick off #NevadaCaucuses #BernieSanders #USPolitics,Bernie Sanders,NONE
"Saints land Emmanuel Sanders after receiver reportedly passes on Cowboys, Packers - CBS Sports #passes #emmanuel #sanders #saints #packers #cbs #reportedly #cowboys #sports #land #receiver",Bernie Sanders,NONE
"""Let's be clear about this...healthcare is a human right."" - Kamala Harris is taking the words right out of @BernieSanders' mouth! Besides, now she's not fully supporting #MedicareForAll. Please don't support her in the #DemocraticPrimary. We need the real deal &amp; that's BERNIE!",Bernie Sanders,FAVOR
"The only way to correct this is to get #Bernie 's number of supporters and votes so darn high, that they cannot do it",Bernie Sanders,NONE
The same people who attack Nancy Pelosi for being a senior citizen act like Bernie Sanders is some sort of ageless deity.,Bernie Sanders,AGAINST
Since everybody is disingenuously pretending we know nothing about #BernieSanders health post heart attack (BC they don't actually want to discuss policy) Check it out,Bernie Sanders,AGAINST
"Also, if us old people would vote in our best interest, i.e. for #Bernie fucking #SANDERS we would WIN this!",Bernie Sanders,FAVOR
No. I just sincerely think you dont know the difference between parody and fake. #Bernie,Bernie Sanders,AGAINST
"After skimming the text, it looks like a typical Republican piece of shi...I mean legislation. The better off you are, the more assistance you will get. It it high time the the US govt value the working class in this country. #COVID19 #BernieSanders",Bernie Sanders,FAVOR
New Mexico leaning more progressive? @AP's @MLeeAP has more on Democratic presidential candidates Warren and Sanders pulling in the campaign cash: #Election2020 #nmpol #Politics,Bernie Sanders,NONE
Lol he did release them last time and he'll do it again. What is wrong with you anti Bernie bs? A lot of candidates haven't release theirs. Shit down.,Bernie Sanders,AGAINST
"Yea, #BernieSanders : Who hasn't accomplished anything in his life Who says climate change is a danger but flies private jets more than anyone-gets ugly when challenged on his hypocrisy. Who thinks hard working Americans should pay for stupid college decisions by others.",Bernie Sanders,AGAINST
"Perfect response. I would have to told you all to fuck off about 5 years ago. It's called priorities. We are in the midst of a global pandemic, economic collapse & working families are about to be crushed under the weight of this. #BernieSanders is fighting to save us.",Bernie Sanders,FAVOR
#BernieSanders achieved another victory in the Nevada primary. Betting markets now assign a 62% probability that Sanders captures the overall nomination nearly five times higher than anyone else. #Democraticdebates,Bernie Sanders,NONE
"This is one of the finest articles Ive ever read. It really smacks of truth. It feels like a spark has entered my soul. I need to know my grandchildren will be fine. This gives me hope, while the very wealthy people are more concerned about the stock market! #BernieSanders",Bernie Sanders,FAVOR
"""Se pa ft mwen!"" wails Dear Leader into the abyss: The Media. Young Voters. #Sanders Spreads the Blame for His Decline",Bernie Sanders,FAVOR
.@SenSanders @BernieSanders #bernie! THE WORST THING a politician can do do anybody is put them on the dole &amp; keep them dependent on #welfare handouts! #wealth #redistribution does not work!,Bernie Sanders,AGAINST
#Warren's plans are all half-assed copies of #Bernie's plans. Can we stop the myth of Warren as that planning mogul?,Bernie Sanders,FAVOR
"@BernieSanders What would happen to @amazon its shares &amp; company, its number of employed workforce if @JeffBezos traded his job with that of an average worker. What would happen to their reliance on govermment assistance.",Bernie Sanders,FAVOR
I love this so much I want to make out with it. #Bernie #sotrue #ouch,Bernie Sanders,FAVOR
"#OnlyBernie believes in democracy. Despite their pushing the popular vote as what matters for three years, they clearly dont believe it. Theyre trying to make the convention go to s a second vote so superdelegates can vote. Planning to undermine democracy. #BernieSanders",Bernie Sanders,FAVOR
